seq_ID	Species	Genus	Family	Order	Subclass	Class	Subphylum	Subkingdom	Kingdom
MW324621	Placosira plana	Placosira	Striatellaceae	Striatellales	Striatellaceae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324622	Placosira plana	Placosira	Striatellaceae	Striatellales	Striatellaceae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324623	Plagiogramma sp.	Plagiogramma	Plagiogrammaceae	Triceratiales	Urneidophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324624	Pseudogomphonema sp.	Pseudogomphonema	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324625	Rhabdonema sp.	Rhabdonema	Rhabdonemataceae	Rhabdonematales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324626	Seminavis sp.	Seminavis	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324627	Serratifera sp.	Serratifera	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324628	Staurophora sp.	Staurophora	Anomoeoneidaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324629	Pseudostaurosira sp.	Pseudostaurosira	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324630	Nanofrustulum sp.	Nanofrustulum	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324631	Nanofrustulum sp.	Nanofrustulum	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW324632	Tryblionella apiculata	Tryblionella	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW326755	Cyclotella kingstonii	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW349135	Astartiella sp. MPAsh-2020a	Astartiella	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW387009	Simonsenia medliniae	Simonsenia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW417228	Minutocellus polymorphus	Minutocellus	Cymatosiraceae	Cymatosirales	Cymatosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW417229	Minutocellus polymorphus	Minutocellus	Cymatosiraceae	Cymatosirales	Cymatosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW423734	Placoneis baikaloelginensis	Placoneis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW423735	Placoneis baikaloelginensis	Placoneis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW423736	Placoneis subundulata	Placoneis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW478286	Thalassiosira profunda	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW484810	Cocconeis euglypta	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW484811	Achnanthidium sp.	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW546918	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562867	Epithemia catenata	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562868	Epithemia catenata	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562869	Epithemia pelagica	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562870	Epithemia pelagica	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562871	Epithemia pelagica	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562872	Epithemia pelagica	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW562873	Epithemia pelagica	Epithemia	Rhopalodiaceae	Rhopalodiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW627291	Nitzschia volvendirostrata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW715667	Leptocylindrus aporus	Leptocylindrus	Leptocylindraceae	Leptocylindrales	Leptocylindrophycidae	Leptocylindrophyceae	Leptocylindrophytina	Diatomeae	Diatomista
MW715668	Leptocylindrus hargravesii	Leptocylindrus	Leptocylindraceae	Leptocylindrales	Leptocylindrophycidae	Leptocylindrophyceae	Leptocylindrophytina	Diatomeae	Diatomista
MW729352	Stephanocyclus planus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729353	Stephanocyclus planus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729354	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729355	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729356	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729357	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729358	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729359	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729360	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729361	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729362	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729363	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729364	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW729365	Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MW826271	Karayevia chelonica	Karayevia	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW826272	Karayevia chelonica	Karayevia	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848493	Chaetoceros muelleri	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848494	Chaetoceros costatus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848495	Chaetoceros socialis	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848496	Chaetoceros pseudocurvisetus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848497	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848498	Chaetoceros laevisporus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW848499	Chaetoceros curvisetus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW892837	Navicula sp.	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW892838	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW893341	Chaetoceros socialis	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924345	Fallacia tateyamensis	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924346	Fallacia bosoensis	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924347	Fallacia litoricola	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924348	Fallacia laevis	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924349	Fallacia tenera	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW924350	Fallacia hodgeana	Fallacia	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MW987572	Placoneis asymmetricus	Placoneis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ062029	Surirella atomus	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063791	Serratifera sp.	Serratifera	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063793	Entomoneis sp.	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063794	Navicula sp.	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063795	Lauderia sp.	Lauderia	Lauderiaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063796	Halamphora sp.	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063797	Actinocyclus sp. 	Actinocyclus	Hemidiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ063798	Navicula salinicola	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063799	Nitzschia sp. 1	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063800	Stephanocyclus sp.	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063801	Psammodictyon sp.	Psammodictyon	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ063802	Navicula salinicola	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ151884	Pseudo-nitzschia subfraudulenta	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ151885	Pseudo-nitzschia subfraudulenta	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ169383	Achnanthes longboardia	Achnanthes	Achnanthaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189324	Thalassiosira tumida	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189325	Thalassiosira tumida	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189326	Thalassiosira tumida	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189327	Thalassiosira tumida	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189328	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189329	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189330	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189331	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189332	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189333	Thalassiosira tumida	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189334	Actinocyclus actinochilus	Actinocyclus	Hemidiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189335	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189336	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189337	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189338	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189339	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189340	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189341	Chaetoceros sp.	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189342	Proboscia truncata	Proboscia	Probosciaceae	Probosciales	Probosciophycidae	Probosciophyceae	Probosciophytina	Diatomeae	Diatomista
MZ189343	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales	Coscinodiscophycidae	Coscinodiscophyceae	Coscinodiscophytina	Diatomeae	Diatomista
MZ189344	Chaetoceros dichaeta	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189345	Grammonema sp.	Grammonema	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189346	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189347	Navicula glaciei	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189348	Navicula glaciei	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189349	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189350	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189351	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189352	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189353	Navicula directa	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189354	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189355	Grammonema sp.	Grammonema	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189356	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189357	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189358	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189413	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189414	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189415	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189416	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189417	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189418	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189419	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189420	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189421	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ189422	Chaetoceros tenuissimus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286295	Pseudo-nitzschia americana	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286296	Pseudo-nitzschia cuspidata	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286297	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286298	Pseudo-nitzschia hainanensis	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286299	Pseudo-nitzschia micropora	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286300	Pseudo-nitzschia multiseries	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286301	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286302	Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ286303	Pseudo-nitzschia sp. CNS00097	Pseudo-nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ363619	Karthickia verestigmata	Karthickia	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ400876	Mayamaea arida	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ458597	Thalassiosira rotula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ458598	Thalassiosira nordenskioeldii	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ458599	Thalassiosira tenera	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ458600	Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ458601	Thalassiosira sp.	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542378	Ardissonea sp.	Ardissonea	Ardissoneaceae	Ardissoneales	Chrysanthemodiscophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542379	Attheya armata	Attheya	Attheyaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542380	Neobrightwellia alternans	Neobrightwellia	Biddulphiaceae	Biddulphiales	Biddulphiophycidae	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542381	Chaetoceros gracilis	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542382	Corethron sp.	Corethron	Corethraceae	Corethrales	Corethrophycidae	Corethrophyceae	Leptocylindrophytina	Diatomeae	Diatomista
MZ542383	Dactyliosolen fragilissimus	Dactyliosolen	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
MZ542384	Ellerbeckia sp.	Ellerbeckia	Ellerbeckiaceae	Ellerbeckiales	Ellerbeckiophycidae	Ellerbeckiophyceae	Ellerbeckiophytina	Diatomeae	Diatomista
MZ542385	Guinardia delicatula	Guinardia	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
MZ542386	Guinardia delicatula	Guinardia	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
MZ542387	Podosira stelligera	Podosira	Hyalodiscaceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542388	Hydrosera whampoensis	Hydrosera	Chaetocerotaceae	Chaetocerotales	Attheya	Biddulphiophyceae	Bacillariophytina	Diatomeae	Diatomista
MZ542389	Leptocylindrus danicus	Leptocylindrus	Leptocylindraceae	Leptocylindrales	Leptocylindrophycidae	Leptocylindrophyceae	Leptocylindrophytina	Diatomeae	Diatomista
MZ542390	Melosira arctica var. krembsii	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542391	Melosira sp.	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542392	Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542393	Paralia sp.	Paralia	Paraliaceae	Paraliales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542394	Podosira baldjickiana	Podosira	Hyalodiscaceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
MZ542395	Pseudosolenia calcar-avis	Pseudosolenia	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
MZ542396	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
MZ542397	Rhizosolenia shrubsolei	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Rhizosoleniophycidae	Rhizosoleniophyceae	Rhizosoleniophytina	Diatomeae	Diatomista
