seq_ID	Species	Genus	Family	Order	Class	Phylum	Subkingdom	Kingdom	Empire
OP297427	Arcocellulus sp.	Arcocellulus	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297428	Ardissonea sp.	Ardissonea	Ardissoneaceae	Ardissoneales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297429	Astartiella sp.	Astartiella	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297430	Neobrightwellia alternans	Neobrightwellia	Biddulphiaceae	Biddulphiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297431	Biddulphia biddulphiana	Biddulphia	Biddulphiaceae	Biddulphiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297432	Biddulphia tridens	Biddulphia	Biddulphiaceae	Biddulphiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297433	Brachysira sp.	Brachysira	Brachysiraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297434	Campylosira cymbelliformis	Campylosira	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297435	Cerataulus turgidus	Cerataulus	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297436	Chaetoceros decipiens	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297437	Chaetoceros sp.	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297438	Chaetoceros peruvianus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297439	Climacosphenia sp.	Climacosphenia	Climacospheniaceae	Climacospheniales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297440	Cymatosira lorenziana	Cymatosira	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297441	Detonula sp.	Detonula	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297442	Grunowago pacifica	Grunowago	Ardissoneaceae	Ardissoneales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297443	Guinardia delicatula	Guinardia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297444	Hobaniella longicruris	Hobaniella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297445	Hyalosynedra sp.	Hyalosynedra	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297446	Leyanella probus	Leyanella	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297447	Leyanella probus	Leyanella	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297448	Licmophora sp.	Licmophora	Licmophoraceae	Licmophorales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297449	Mastogloia sp.	Mastogloia	Mastogloiaceae	Mastogloiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297450	Melosira sp.	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297451	Minutocellus sp.	Minutocellus	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297452	Serratifera sp.	Serratifera	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297453	Helicotheca tamesis	Helicotheca	Lithodesmiaceae	Lithodesmiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297454	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297455	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297456	Odontella aurita	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297457	Odontella aurita	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297458	Odontella aurita	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297459	Odontella rhomboides	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297460	Odontella rhombus f. trigona	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297461	Odontella rostrata	Odontella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297462	Pleurosira laevis	Pleurosira	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297463	Pseudictyota reticulata	Pseudictyota	Odontellaceae	Eupodiscales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297464	Ralfsiella smithii	Ralfsiella	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297465	Rhoicosigma sp.	Rhoicosigma	Pleurosigmataceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297466	Campylodiscus sp.	Campylodiscus	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297467	Thalassionema sp.	Thalassionema	Thalassionemataceae	Thalassionematales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297468	Thalassionema frauenfeldii	Thalassionema	Thalassionemataceae	Thalassionematales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297469	Thalassionema frauenfeldii	Thalassionema	Thalassionemataceae	Thalassionematales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297470	Toxarium hennedyanum	Toxarium	Toxariaceae	Toxariales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297471	Toxarium hennedyanum	Toxarium	Toxariaceae	Toxariales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297472	Triceratium robertsianum	Triceratium	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297473	Triceratium spinosum	Triceratium	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297474	Triceratium sp.	Triceratium	Triceratiaceae	Triceratiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297475	Actinoptychus sp.	Actinoptychus	Heliopeltaceae	Coscinodiscales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP297476	Actinoptychus sp.	Actinoptychus	Heliopeltaceae	Coscinodiscales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354489	Mayamaea ectorii	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354490	Mayamaea ectorii	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354491	Craticula subminuscula	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354492	Craticula importuna	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354493	Craspedostauros ineffabilis	Craspedostauros	Achnanthaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP354494	Craspedostauros zucchellii	Craspedostauros	Achnanthaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP419760	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP419761	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP419762	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP481890	Asterionella formosa	Asterionella	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP481891	Fragilaria cf. crotonensis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP481892	Stephanodiscus hantzschii	Stephanodiscus	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP548121	Germainiella sp.	Germainiella	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP548122	Germainiella sp.	Germainiella	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP716754	Gedaniella sp.	Gedaniella	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819055	Skeletonema potamos	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819057	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819059	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819060	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819061	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819062	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819064	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OP819065	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ029502	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ029503	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ029504	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ029505	Discostella asterocostata	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ164794	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ164795	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ164796	Discostella stelligera	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ164797	Discostella stelligera	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ361707	Fragilaria saxoplanctonica	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ473490	Pleurosigma pacificum	Pleurosigma	Pleurosigmataceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504833	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504834	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504835	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504836	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504837	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504838	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504839	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504840	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504841	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504842	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504843	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504844	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504845	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504846	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504847	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504848	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504849	Discostella asterocostata	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504850	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504851	Cyclotella glomerata	Cyclotella	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504852	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504853	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504854	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504855	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504856	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504857	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504858	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504859	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504860	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504861	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504862	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504863	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504864	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504865	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504866	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504867	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504868	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504869	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504870	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504871	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504872	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504873	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504874	Cyclotella glomerata	Cyclotella	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504875	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504876	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504877	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504878	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504879	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504880	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504881	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504882	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504883	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504884	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504885	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504886	Discostella asterocostata	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504887	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504888	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504889	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504890	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504891	Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ504892	Thalassiosira lacustris	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ588791	Halamphora veneta	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ588792	Halamphora veneta	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660276	Diploneis latiuscula	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660277	Diploneis nana	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660278	Diploneis tumida	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660279	Diploneis cristata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660280	Diploneis kilhamiana	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660281	Diploneis clara	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660282	Diploneis sp.	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660283	Diploneis major	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660284	Diploneis dissipata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660285	Diploneis tanganyikae	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660286	Diploneis serrulata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660287	Diploneis elongata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660288	Diploneis cocquytiana	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660289	Diploneis sp.	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660290	Diploneis gigantea	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660291	Diploneis decora	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660292	Diploneis lunata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660293	Diploneis sp. 1	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660294	Diploneis disjuncta	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660295	Diploneis angusta	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660296	Diploneis sp.	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660297	Diploneis tenera	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660298	Diploneis limosa	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660299	Diploneis sp.	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660300	Diploneis distinctebipunctata	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660301	Diploneis fossa	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ660302	Diploneis duplex	Diploneis	Diploneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ772288	Encyonopsis sp.	Encyonopsis	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ772289	Encyonopsis sp.	Encyonopsis	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ772290	Encyonopsis sp.	Encyonopsis	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ948421	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OQ948422	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR036645	Melosira sp.	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR036646	Planothidium wetzelii	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR036647	Planothidium wetzelii	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR036648	Planothidium wetzelii	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR066516	Gomphadelpha kociolekii	Gomphadelpha	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR066517	Gomphadelpha kociolekii	Gomphadelpha	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
OR260271	Cerataulina daemon	Cerataulina	Hemiaulaceae	Hemiaulales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
